,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
477,Masters,2012,Pune,3,27,Female,No,5,True
478,Masters,2017,Pune,3,25,Female,Yes,3,True
479,Masters,2013,New Delhi,2,25,Male,No,3,True
480,Masters,2017,New Delhi,2,27,Male,No,5,True
481,Bachelors,2017,Bangalore,3,24,Male,No,2,False
482,Bachelors,2016,Pune,2,24,Female,No,2,True
483,Bachelors,2012,Bangalore,3,26,Female,No,4,False
484,Bachelors,2012,Bangalore,3,24,Male,No,2,True
485,Masters,2017,Pune,2,24,Male,No,2,False
486,Bachelors,2015,Pune,2,25,Female,Yes,3,True
487,Bachelors,2015,New Delhi,3,26,Female,Yes,4,False
488,Bachelors,2013,Pune,2,24,Male,Yes,2,True
489,Bachelors,2013,Pune,3,25,Male,No,3,False
490,PHD,2015,New Delhi,2,28,Female,No,1,False
491,Bachelors,2016,Pune,3,24,Male,No,2,False
492,Bachelors,2017,Bangalore,3,24,Female,No,2,False
493,Bachelors,2016,Bangalore,3,27,Male,No,5,False
494,Bachelors,2017,Bangalore,3,25,Female,No,3,False
495,Masters,2014,New Delhi,3,27,Male,No,5,False
496,Bachelors,2016,Bangalore,3,27,Male,No,5,False
497,Bachelors,2016,Bangalore,3,28,Female,No,3,False
498,Bachelors,2018,Pune,3,25,Male,No,3,True
499,Bachelors,2013,Bangalore,3,26,Male,Yes,4,True
500,Bachelors,2015,New Delhi,3,25,Male,No,3,True
501,Bachelors,2017,New Delhi,2,25,Female,No,3,True
502,Bachelors,2012,Bangalore,3,25,Male,Yes,3,False
503,Bachelors,2014,New Delhi,3,28,Female,No,2,False
504,Bachelors,2017,New Delhi,2,27,Female,No,5,False
505,Bachelors,2018,Pune,3,26,Male,No,4,True
506,Masters,2014,New Delhi,3,28,Male,No,2,False
507,Bachelors,2013,Bangalore,3,27,Male,No,5,True
508,Masters,2017,Pune,3,25,Male,No,3,True
509,Bachelors,2018,Bangalore,3,28,Male,No,2,True
510,Bachelors,2016,Bangalore,3,24,Male,No,2,False
511,Bachelors,2012,Bangalore,3,24,Male,Yes,2,False
512,Bachelors,2015,Bangalore,3,28,Female,No,1,False
513,Bachelors,2014,Bangalore,3,24,Male,No,2,False
514,Bachelors,2013,Pune,3,27,Male,No,5,False
515,Bachelors,2016,New Delhi,3,24,Female,No,2,False
516,Bachelors,2012,Bangalore,3,25,Female,No,3,False
517,Bachelors,2012,Pune,3,28,Male,No,3,False
518,Bachelors,2018,Pune,3,25,Male,Yes,3,True
519,Bachelors,2014,Bangalore,3,27,Male,No,5,True
520,Bachelors,2016,Bangalore,3,27,Female,No,5,False
521,Masters,2015,Pune,2,24,Female,No,2,False
522,Masters,2014,Bangalore,3,24,Female,No,2,True
523,Bachelors,2013,Bangalore,3,25,Male,No,3,False
524,Masters,2017,New Delhi,3,24,Male,No,2,False
525,Bachelors,2015,Bangalore,3,25,Male,No,3,False
526,Bachelors,2017,Bangalore,3,24,Male,No,2,False
527,Bachelors,2017,New Delhi,2,28,Male,No,3,False
528,Bachelors,2016,Bangalore,3,28,Male,No,2,False
529,PHD,2014,New Delhi,3,24,Male,No,2,False
530,Masters,2017,New Delhi,2,26,Female,No,4,False
531,Masters,2018,New Delhi,3,25,Male,No,3,True
532,Bachelors,2014,Bangalore,3,28,Male,No,3,True
533,Bachelors,2014,Bangalore,3,25,Male,No,3,True
534,Bachelors,2018,New Delhi,3,28,Female,No,3,True
535,Masters,2017,New Delhi,2,25,Male,Yes,3,True
536,Masters,2013,New Delhi,3,28,Male,No,2,False
537,Bachelors,2014,Bangalore,3,26,Male,Yes,4,False
538,Masters,2017,New Delhi,2,25,Female,No,3,True
539,Masters,2013,New Delhi,3,25,Female,No,3,False
540,Bachelors,2016,Bangalore,3,25,Male,No,3,False
541,Bachelors,2018,Bangalore,3,24,Male,No,2,True
542,Masters,2017,New Delhi,2,26,Male,Yes,4,True
543,Bachelors,2013,Bangalore,3,24,Male,No,2,False
544,Bachelors,2013,Bangalore,3,28,Male,No,2,False
545,Masters,2015,Pune,3,28,Female,Yes,2,False
546,Bachelors,2015,Pune,2,27,Female,Yes,5,True
547,Masters,2014,Pune,2,27,Female,No,5,False
548,Bachelors,2017,New Delhi,2,27,Male,No,5,False
549,Bachelors,2012,Bangalore,3,26,Male,No,4,False
550,Masters,2015,Pune,1,27,Female,No,5,False
551,Bachelors,2013,Bangalore,1,28,Male,No,3,True
552,Bachelors,2012,Pune,2,26,Female,No,4,True
553,Bachelors,2013,Bangalore,3,27,Male,No,5,False
554,Masters,2017,New Delhi,2,25,Male,No,3,False
555,Bachelors,2017,Bangalore,3,27,Male,No,5,False
556,Bachelors,2012,Bangalore,3,24,Male,No,2,False
557,Bachelors,2017,New Delhi,3,26,Male,No,4,False
558,Bachelors,2014,Bangalore,3,28,Female,No,1,True
559,Bachelors,2015,Bangalore,3,25,Male,No,3,False
560,Bachelors,2015,Pune,2,28,Female,No,3,True
561,Bachelors,2017,Bangalore,3,24,Female,No,2,False
562,Bachelors,2016,Bangalore,3,27,Female,No,5,True
563,Bachelors,2012,Bangalore,3,25,Male,No,3,False
564,Masters,2018,Pune,3,25,Male,No,3,True
565,Bachelors,2015,Pune,3,26,Male,No,4,False
566,Bachelors,2014,Pune,3,26,Male,No,4,False
567,PHD,2017,New Delhi,3,27,Male,No,5,False
568,Bachelors,2012,Bangalore,3,26,Male,No,4,False
569,Bachelors,2016,Bangalore,3,26,Male,No,4,False
570,Bachelors,2017,New Delhi,3,28,Female,No,2,False
571,Bachelors,2014,Pune,3,25,Female,No,3,False
572,Bachelors,2013,Bangalore,3,28,Male,Yes,3,False
573,Bachelors,2017,Bangalore,3,25,Male,No,3,False
574,Bachelors,2018,Bangalore,3,27,Male,No,5,True
575,Bachelors,2017,Bangalore,3,26,Male,No,4,False
576,Bachelors,2017,Pune,2,25,Female,No,3,True
577,Bachelors,2017,Pune,2,26,Female,No,4,True
578,Bachelors,2015,Pune,3,28,Male,No,3,False
579,Masters,2017,Pune,2,26,Male,No,4,True
580,Masters,2015,New Delhi,3,28,Female,Yes,2,False
581,Bachelors,2012,New Delhi,2,25,Male,No,3,True
582,Bachelors,2016,Bangalore,3,25,Female,No,3,False
583,Masters,2017,New Delhi,2,26,Female,No,4,False
584,Bachelors,2014,Bangalore,3,25,Male,No,3,False
585,Bachelors,2014,Bangalore,3,25,Male,No,3,True
586,PHD,2018,Bangalore,3,26,Male,No,4,True
587,Bachelors,2016,Pune,3,26,Male,No,4,False
588,Bachelors,2014,Bangalore,3,27,Male,No,5,False
589,Bachelors,2012,Bangalore,3,25,Male,No,3,False
590,Masters,2012,Pune,2,26,Female,No,4,False
591,Masters,2016,New Delhi,3,27,Male,No,5,True
592,PHD,2017,Bangalore,3,28,Male,No,1,False
593,Bachelors,2014,Bangalore,3,27,Male,No,5,False
594,Bachelors,2018,Pune,3,26,Male,No,4,True
595,Bachelors,2018,Bangalore,1,27,Male,No,5,False
596,Bachelors,2016,Pune,3,24,Male,No,2,False
597,Bachelors,2012,Bangalore,3,25,Male,No,3,False
598,Bachelors,2017,Bangalore,3,27,Male,No,5,False
599,Bachelors,2016,Bangalore,3,28,Male,No,2,False
600,Bachelors,2017,New Delhi,2,27,Male,No,5,False
601,Bachelors,2013,Bangalore,3,25,Male,No,3,False
602,Bachelors,2013,Bangalore,3,28,Male,No,1,False
603,Bachelors,2018,Bangalore,3,28,Female,No,3,True
604,Bachelors,2016,Bangalore,3,27,Male,Yes,5,False
605,Masters,2015,Pune,2,28,Female,No,3,False
606,Masters,2015,New Delhi,3,24,Female,No,2,True
607,Bachelors,2017,New Delhi,3,24,Male,No,2,False
608,Bachelors,2015,Pune,2,24,Female,No,2,True
609,Masters,2013,Pune,3,28,Male,No,2,True
610,Bachelors,2017,Pune,3,27,Female,No,5,True
611,Bachelors,2014,Pune,3,26,Male,No,4,False
612,Bachelors,2016,Bangalore,3,26,Male,No,4,False
613,Bachelors,2014,Pune,1,26,Female,No,4,True
614,Bachelors,2015,Pune,3,28,Male,No,3,False
615,Bachelors,2012,Bangalore,3,26,Male,No,4,False
616,Bachelors,2017,New Delhi,2,26,Male,No,4,False
617,Masters,2017,New Delhi,2,26,Female,No,4,False
618,Bachelors,2016,Bangalore,3,26,Male,No,4,True
619,Bachelors,2013,Bangalore,3,26,Male,Yes,4,False
620,Bachelors,2014,Bangalore,3,28,Male,No,3,True
621,Bachelors,2014,New Delhi,3,28,Female,No,3,False
622,Bachelors,2014,Pune,3,25,Female,No,3,True
623,Bachelors,2016,Pune,3,28,Male,No,3,False
624,Masters,2017,Bangalore,3,27,Male,No,5,True
625,Bachelors,2015,Bangalore,3,25,Male,No,3,False
626,Bachelors,2014,Pune,3,27,Male,No,5,False
627,Bachelors,2012,Pune,3,28,Male,No,3,False
628,Masters,2017,Pune,3,26,Male,No,4,True
629,Bachelors,2013,Bangalore,3,25,Male,Yes,3,False
630,Bachelors,2015,Pune,2,28,Female,No,2,True
631,PHD,2013,Bangalore,1,26,Male,No,4,False
632,Masters,2012,Pune,3,27,Male,No,5,True
633,Bachelors,2016,Bangalore,1,28,Male,No,2,False
634,Bachelors,2017,Bangalore,3,27,Male,No,5,False
635,Bachelors,2017,Bangalore,3,25,Male,No,3,False
636,Masters,2017,New Delhi,2,24,Female,Yes,2,True
637,Bachelors,2015,Bangalore,1,25,Female,Yes,3,False
638,Bachelors,2018,Bangalore,3,27,Male,No,5,True
639,Bachelors,2014,Bangalore,3,26,Male,No,4,False
640,Bachelors,2018,Bangalore,3,26,Male,No,4,True
641,Bachelors,2015,Pune,2,24,Female,No,2,True
642,Bachelors,2018,Bangalore,3,27,Male,No,5,True
643,Bachelors,2016,Bangalore,3,27,Female,No,5,False
644,Masters,2016,New Delhi,3,25,Female,No,3,True
645,Masters,2018,New Delhi,3,26,Male,No,4,True
646,Bachelors,2018,Bangalore,3,24,Female,No,2,True
647,Bachelors,2017,New Delhi,2,28,Male,No,3,False
648,Bachelors,2015,Bangalore,3,27,Male,No,5,False
649,Bachelors,2017,Bangalore,3,26,Male,No,4,False
650,Bachelors,2016,Bangalore,3,25,Male,No,3,False
651,Bachelors,2013,Pune,3,25,Male,No,3,False
652,Bachelors,2015,Pune,3,25,Female,No,3,True
653,Bachelors,2014,Bangalore,3,28,Female,No,3,False
654,Bachelors,2015,Pune,3,24,Male,No,2,False
655,Bachelors,2016,Bangalore,3,26,Female,No,4,False
656,Bachelors,2018,Bangalore,1,25,Male,Yes,3,False
657,Masters,2017,Pune,2,28,Female,No,1,False
658,Bachelors,2014,Pune,2,25,Female,No,3,True
659,Bachelors,2017,Bangalore,3,25,Male,No,3,False
660,Bachelors,2016,Bangalore,3,28,Female,No,3,False
661,Bachelors,2014,Bangalore,3,28,Female,No,2,False
662,Masters,2017,New Delhi,2,28,Male,No,2,False
663,Bachelors,2017,New Delhi,2,24,Female,No,2,False
664,PHD,2013,New Delhi,2,25,Male,No,3,True
665,Bachelors,2017,Bangalore,3,24,Male,No,2,False
666,Bachelors,2017,Bangalore,3,26,Female,No,4,False
667,Bachelors,2015,Bangalore,1,25,Male,No,3,False
668,Bachelors,2016,Bangalore,3,26,Female,No,4,False
669,PHD,2014,New Delhi,3,28,Male,No,2,True
670,Masters,2018,New Delhi,3,27,Female,No,5,True
671,Bachelors,2016,New Delhi,3,27,Female,No,5,False
672,Masters,2017,New Delhi,2,25,Male,No,3,True
673,Bachelors,2017,Bangalore,3,26,Male,No,4,False
674,Bachelors,2016,New Delhi,3,27,Female,Yes,5,False
675,Bachelors,2017,Pune,2,25,Female,No,3,True
676,Bachelors,2018,Pune,3,28,Female,No,1,True
677,Bachelors,2014,Bangalore,3,25,Female,No,3,True
678,Bachelors,2018,Pune,3,28,Male,No,1,True
679,Bachelors,2017,Bangalore,1,26,Female,No,4,False
680,Bachelors,2013,Bangalore,3,24,Male,No,2,True
681,Bachelors,2012,New Delhi,3,26,Female,No,4,False
682,Bachelors,2012,Pune,3,25,Male,No,3,False
683,Masters,2013,New Delhi,2,24,Male,No,2,True
684,Bachelors,2018,Pune,3,26,Male,No,4,True
685,Bachelors,2016,New Delhi,3,28,Female,No,2,False
686,Bachelors,2016,Pune,3,26,Male,No,4,False
687,Masters,2014,New Delhi,3,24,Male,No,2,False
688,Bachelors,2013,Bangalore,3,26,Male,No,4,False
689,Bachelors,2014,Pune,2,26,Female,No,4,True
690,Bachelors,2014,Pune,3,25,Male,No,3,False
691,Bachelors,2013,Pune,3,27,Male,No,5,False
692,Bachelors,2018,Bangalore,3,27,Male,No,5,True
693,Bachelors,2015,Bangalore,3,25,Female,No,3,True
694,Bachelors,2016,Pune,3,26,Male,No,4,False
695,Bachelors,2015,Pune,2,27,Female,No,5,True
696,Bachelors,2017,Bangalore,3,26,Male,No,4,False
697,Masters,2017,Pune,2,26,Female,No,4,False
698,Bachelors,2017,New Delhi,3,27,Female,Yes,5,False
699,Masters,2017,Pune,1,24,Male,No,2,False
700,Masters,2017,New Delhi,2,26,Female,No,4,False
701,Bachelors,2015,Bangalore,3,27,Male,Yes,5,False
702,Bachelors,2015,Bangalore,3,26,Male,No,4,False
703,Masters,2017,Pune,2,24,Male,No,2,True
704,Bachelors,2017,Bangalore,3,26,Female,No,4,False
705,Bachelors,2014,Bangalore,3,26,Male,No,4,False
706,Bachelors,2015,Bangalore,3,28,Male,Yes,1,True
707,Masters,2017,New Delhi,2,24,Male,No,2,False
708,Bachelors,2013,Pune,2,25,Female,No,3,True
709,Masters,2013,Bangalore,3,27,Male,No,5,True
710,Bachelors,2017,Bangalore,3,27,Male,No,5,False
711,Bachelors,2015,New Delhi,2,28,Female,Yes,2,True
712,Bachelors,2014,Pune,2,24,Female,No,2,True
713,Bachelors,2016,Pune,2,27,Female,No,5,True
714,Bachelors,2017,Bangalore,3,27,Female,No,5,False
715,Bachelors,2016,Bangalore,3,26,Male,No,4,False
716,Bachelors,2015,Pune,2,27,Male,No,5,False
717,Bachelors,2015,Bangalore,3,26,Male,No,4,False
718,Bachelors,2018,Bangalore,3,27,Male,Yes,5,True
719,Bachelors,2016,Bangalore,3,24,Male,No,2,False
720,Bachelors,2014,Bangalore,3,24,Male,No,2,False
721,Bachelors,2013,New Delhi,2,24,Female,No,2,True
722,Bachelors,2012,Bangalore,3,26,Female,No,4,False
723,Bachelors,2015,Pune,2,28,Female,Yes,2,True
724,Bachelors,2018,Bangalore,3,26,Male,No,4,True
725,Bachelors,2016,Bangalore,3,24,Female,No,2,False
726,Masters,2017,Pune,3,24,Male,No,2,True
727,Masters,2016,Pune,3,24,Male,No,2,False
728,Bachelors,2013,Bangalore,3,28,Male,Yes,1,True
729,Bachelors,2015,Bangalore,1,28,Female,No,1,False
730,PHD,2018,Bangalore,3,24,Female,No,2,True
731,Bachelors,2016,Bangalore,3,26,Male,Yes,4,False
732,Bachelors,2013,Bangalore,3,27,Male,No,5,False
733,Bachelors,2013,Bangalore,3,25,Male,No,3,True
734,Masters,2016,New Delhi,3,24,Male,No,2,True
735,Bachelors,2017,New Delhi,1,25,Female,No,3,False
736,Bachelors,2013,Bangalore,3,28,Male,No,3,False
737,Bachelors,2018,Bangalore,3,28,Male,No,1,True
738,Bachelors,2017,Bangalore,3,24,Male,No,2,False
739,Masters,2014,New Delhi,3,24,Male,No,2,True
740,PHD,2012,New Delhi,3,24,Male,No,2,False
741,Bachelors,2017,Bangalore,3,25,Female,No,3,False
742,Masters,2014,New Delhi,3,27,Male,No,5,False
743,Bachelors,2015,Bangalore,3,27,Female,No,5,False
744,Bachelors,2014,Pune,3,25,Male,No,3,True
745,Bachelors,2012,Bangalore,3,28,Male,No,3,False
746,Bachelors,2012,Bangalore,3,25,Female,No,3,False
747,Bachelors,2015,Bangalore,3,24,Female,No,2,False
748,Bachelors,2013,Pune,3,27,Male,No,5,False
749,Bachelors,2013,Bangalore,3,26,Female,No,4,False
750,Bachelors,2012,Pune,2,26,Male,No,4,False
751,Masters,2017,Bangalore,3,28,Female,No,3,True
752,Bachelors,2015,Bangalore,3,25,Male,No,3,True
753,Bachelors,2012,Bangalore,3,28,Female,No,2,False
754,Bachelors,2017,Pune,2,26,Female,No,4,True
755,Bachelors,2012,Bangalore,3,27,Female,No,5,False
756,Masters,2016,New Delhi,3,28,Male,No,1,False
757,Bachelors,2015,Pune,2,28,Female,No,1,True
758,Masters,2017,Pune,3,24,Male,No,2,True
759,Bachelors,2015,Pune,2,25,Female,No,3,True
760,Bachelors,2014,Bangalore,3,24,Male,No,2,False
761,Bachelors,2016,Bangalore,3,28,Male,No,3,False
762,Bachelors,2016,New Delhi,3,25,Female,Yes,3,False
763,Masters,2015,New Delhi,3,26,Male,No,4,True
764,Masters,2015,New Delhi,3,28,Female,No,3,False
765,Bachelors,2013,New Delhi,1,24,Female,No,2,True
766,Bachelors,2014,Bangalore,3,24,Male,No,2,False
767,Bachelors,2018,Bangalore,3,26,Male,No,4,True
768,Bachelors,2013,Bangalore,3,26,Male,No,4,False
769,Bachelors,2015,New Delhi,3,25,Female,No,3,True
770,Bachelors,2017,New Delhi,3,28,Male,No,2,False
771,Bachelors,2016,Pune,1,25,Female,No,3,True
772,Masters,2013,New Delhi,3,25,Male,Yes,3,True
773,Bachelors,2017,Bangalore,3,24,Female,No,2,False
774,Masters,2013,New Delhi,3,25,Female,No,3,True
775,Bachelors,2013,Bangalore,1,28,Female,No,2,False
776,Masters,2014,Bangalore,3,27,Female,No,5,True
777,Bachelors,2013,Bangalore,3,26,Male,No,4,False
778,Bachelors,2016,Bangalore,3,25,Male,No,3,False
779,Bachelors,2015,Pune,2,26,Female,Yes,4,True
780,Bachelors,2017,New Delhi,3,25,Male,No,3,False
781,Bachelors,2013,Bangalore,3,26,Male,No,4,False
782,Bachelors,2013,Pune,2,27,Male,Yes,5,False
783,Bachelors,2015,Pune,2,25,Female,No,3,True
784,Bachelors,2016,Bangalore,3,25,Male,Yes,3,False
785,Bachelors,2017,Bangalore,3,25,Male,No,3,True
786,Bachelors,2016,Pune,3,28,Male,No,1,False
787,Bachelors,2018,Bangalore,3,24,Male,No,2,True
788,Masters,2015,Pune,3,28,Female,No,3,False
789,Bachelors,2017,Bangalore,3,26,Male,No,4,False
790,Masters,2017,Pune,2,26,Male,No,4,True
791,Bachelors,2017,New Delhi,2,27,Female,No,5,False
792,Bachelors,2013,Pune,2,26,Female,No,4,True
793,Bachelors,2012,Bangalore,3,24,Male,No,2,False
794,Bachelors,2013,New Delhi,3,28,Female,Yes,3,False
795,Masters,2015,Pune,2,24,Female,No,2,False
796,Bachelors,2016,Bangalore,3,25,Male,No,3,False
797,Masters,2017,New Delhi,2,25,Male,No,3,True
798,Bachelors,2016,Bangalore,3,26,Male,No,4,False
799,Bachelors,2013,Bangalore,3,24,Male,No,2,False
800,Bachelors,2012,Pune,2,25,Male,No,3,True
801,Bachelors,2014,Bangalore,3,24,Male,No,2,False
802,Bachelors,2017,Bangalore,3,27,Female,No,5,True
803,Bachelors,2017,New Delhi,3,27,Female,No,5,False
804,Bachelors,2013,Pune,3,27,Male,No,5,False
805,Bachelors,2015,Pune,2,24,Female,Yes,2,True
806,Bachelors,2017,Bangalore,3,24,Female,Yes,2,False
807,PHD,2015,New Delhi,3,28,Female,No,1,False
808,Bachelors,2017,Bangalore,3,27,Male,No,5,False
809,Masters,2017,New Delhi,2,28,Female,No,2,False
810,Bachelors,2017,New Delhi,2,25,Female,No,3,False
811,Bachelors,2014,Pune,2,25,Female,No,3,True
812,Bachelors,2016,New Delhi,3,28,Female,Yes,3,False
813,Bachelors,2015,Pune,2,27,Female,No,5,True
814,Masters,2017,Pune,2,25,Male,No,3,True
815,Masters,2017,Bangalore,2,25,Female,Yes,3,True
816,Bachelors,2017,Bangalore,3,24,Female,No,2,True
817,Bachelors,2013,Bangalore,3,26,Female,No,4,False
818,Bachelors,2018,Bangalore,3,24,Male,Yes,2,True
819,Bachelors,2016,New Delhi,3,28,Male,No,1,False
820,Masters,2017,New Delhi,2,24,Male,No,2,True
821,Bachelors,2017,Bangalore,3,25,Male,No,3,False
822,Bachelors,2017,Bangalore,3,25,Male,No,3,False
823,Bachelors,2017,Bangalore,3,24,Male,No,2,True
824,Masters,2014,New Delhi,3,25,Female,No,3,True
825,Bachelors,2012,Bangalore,3,27,Female,No,5,False
826,Bachelors,2012,New Delhi,3,27,Female,No,5,False
827,Bachelors,2017,Bangalore,3,28,Male,No,2,True
828,Bachelors,2012,Bangalore,3,28,Male,Yes,3,True
829,Bachelors,2012,Pune,3,28,Female,No,2,False
830,Bachelors,2018,Bangalore,3,24,Female,No,2,True
831,PHD,2016,New Delhi,3,24,Female,No,2,False
832,Masters,2017,New Delhi,2,27,Female,No,5,True
833,Masters,2013,New Delhi,2,27,Female,No,5,True
834,Bachelors,2015,Bangalore,3,26,Female,No,4,False
835,Masters,2015,New Delhi,3,28,Female,No,1,True
836,Bachelors,2014,Bangalore,3,27,Male,No,5,False
837,Bachelors,2013,New Delhi,3,25,Female,No,3,False
838,Bachelors,2015,Bangalore,3,26,Female,No,4,True
839,Bachelors,2012,Pune,3,24,Male,No,2,False
840,Bachelors,2012,Bangalore,3,26,Female,No,4,False
841,Masters,2015,Pune,2,25,Female,No,3,True
842,Bachelors,2013,New Delhi,3,24,Male,No,2,False
843,Masters,2017,New Delhi,2,27,Female,No,5,False
844,Masters,2017,Pune,2,26,Male,No,4,False
845,Bachelors,2014,Pune,3,27,Male,No,5,False
846,Bachelors,2018,Bangalore,3,25,Male,No,3,True
847,Bachelors,2014,Bangalore,3,25,Female,No,3,False
848,Bachelors,2013,Pune,2,27,Female,No,5,True
849,Bachelors,2015,Pune,3,26,Male,No,4,False
850,Bachelors,2017,Pune,2,24,Male,No,2,True
851,Masters,2017,New Delhi,2,26,Male,No,4,True
852,Bachelors,2013,Pune,2,25,Male,Yes,3,True
853,Masters,2017,New Delhi,2,25,Female,No,3,True
854,Bachelors,2013,Pune,3,26,Female,Yes,4,False
855,Bachelors,2014,Pune,3,28,Male,No,2,False
856,Bachelors,2016,New Delhi,3,27,Female,No,5,False
857,Bachelors,2017,New Delhi,2,28,Male,No,1,False
858,Masters,2014,New Delhi,3,27,Male,No,5,False
859,Bachelors,2014,New Delhi,3,28,Female,No,1,False
860,Bachelors,2015,Bangalore,3,27,Male,No,5,True
861,Bachelors,2015,Bangalore,3,24,Male,No,2,True
862,Bachelors,2018,Bangalore,3,24,Male,No,2,True
863,Bachelors,2013,Pune,3,26,Male,No,4,False
864,Bachelors,2012,Bangalore,3,28,Female,No,2,False
865,Masters,2017,Pune,2,26,Male,No,4,False
866,Masters,2017,New Delhi,2,25,Male,No,3,True
867,Bachelors,2016,New Delhi,3,27,Female,No,5,False
868,Bachelors,2012,Bangalore,3,26,Male,No,4,False
869,Bachelors,2015,Pune,3,25,Male,No,3,False
870,Bachelors,2012,New Delhi,3,26,Female,Yes,4,False
871,Masters,2014,Bangalore,3,27,Male,No,5,True
872,Masters,2017,New Delhi,2,26,Male,No,4,False
873,Masters,2012,New Delhi,3,26,Male,No,4,True
874,Bachelors,2015,Pune,2,26,Female,No,4,True
875,Masters,2014,New Delhi,3,25,Male,No,3,False
876,Bachelors,2015,Bangalore,3,28,Male,Yes,2,False
877,Masters,2012,Pune,3,27,Male,No,5,True
878,Bachelors,2017,Bangalore,2,27,Male,No,5,False
879,Bachelors,2016,Bangalore,3,24,Male,No,2,False
880,Bachelors,2017,Bangalore,3,27,Male,No,5,False
881,Bachelors,2014,Bangalore,3,26,Male,No,4,True
882,Bachelors,2017,Bangalore,3,24,Female,No,2,False
883,Bachelors,2017,Bangalore,3,28,Male,No,1,False
884,Bachelors,2014,Bangalore,3,26,Male,No,4,True
885,Bachelors,2018,Bangalore,3,28,Female,No,3,True
886,Bachelors,2014,New Delhi,3,24,Female,No,2,False
887,Bachelors,2017,Bangalore,1,27,Male,No,5,False
888,Bachelors,2015,New Delhi,3,24,Female,No,2,False
889,Bachelors,2017,Bangalore,3,27,Male,No,5,False
890,Bachelors,2017,Pune,3,28,Male,No,3,False
891,Bachelors,2014,Bangalore,3,25,Male,No,3,False
892,Bachelors,2017,Bangalore,3,25,Female,No,3,False
893,Bachelors,2018,Bangalore,3,25,Male,No,3,True
894,Bachelors,2013,Bangalore,3,28,Female,No,3,False
895,Bachelors,2017,New Delhi,3,27,Male,No,5,False
896,Bachelors,2013,Bangalore,3,27,Male,No,5,False
897,Masters,2017,New Delhi,2,26,Female,No,4,True
898,Bachelors,2014,Bangalore,3,24,Male,No,2,False
899,Bachelors,2017,Pune,3,27,Male,No,5,False
900,Bachelors,2012,Pune,3,27,Male,No,5,False
901,Bachelors,2017,Pune,3,24,Male,No,2,False
902,Bachelors,2014,Bangalore,3,25,Male,No,3,False
903,Bachelors,2014,Bangalore,3,28,Male,No,3,False
904,Bachelors,2018,Bangalore,3,26,Male,No,4,True
905,Masters,2017,Bangalore,3,28,Male,No,1,True
906,Bachelors,2018,Bangalore,3,27,Male,Yes,5,True
907,Bachelors,2017,Bangalore,3,28,Male,Yes,1,False
908,Bachelors,2016,Bangalore,3,25,Male,No,3,False
909,Bachelors,2013,Pune,3,24,Female,No,2,False
910,Bachelors,2018,New Delhi,3,25,Female,No,3,True
911,Bachelors,2014,Bangalore,3,24,Female,No,2,False
912,Bachelors,2012,Bangalore,3,26,Male,No,4,False
913,Masters,2013,New Delhi,1,24,Female,No,2,False
914,Masters,2013,New Delhi,1,24,Male,Yes,2,True
915,Bachelors,2014,Bangalore,3,26,Male,No,4,False
916,Bachelors,2017,Bangalore,3,27,Male,No,5,False
917,Bachelors,2017,New Delhi,2,25,Male,No,3,False
918,Bachelors,2015,Bangalore,3,28,Female,No,1,False
919,Bachelors,2014,Bangalore,3,24,Male,No,2,False
920,PHD,2018,New Delhi,3,24,Female,No,2,True
921,Bachelors,2015,Pune,3,28,Male,No,1,False
922,Bachelors,2015,Bangalore,3,26,Male,No,4,False
923,PHD,2015,Pune,2,28,Female,No,1,False
924,Bachelors,2018,Bangalore,3,25,Male,Yes,3,True
925,Bachelors,2016,Bangalore,3,26,Male,No,4,False
926,Bachelors,2015,Bangalore,3,27,Female,No,5,True
927,Bachelors,2017,Pune,3,24,Male,No,2,False
928,Bachelors,2014,Bangalore,3,27,Male,No,5,False
